title,roaster,score,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity,coffee_name,coffee_review_url,coffee_brand_url,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD
Colombia Cauca Castillo YN-05,Jaunt Coffee Roasters,93,"San Diego, California","Cauca Department, Colombia",Light,62/80,$36.00/8 ounces,May 2024,9.0,9.0,8,9,8.0,,,Colombia Cauca Castillo YN-05,https://www.coffeereview.com/review/colombia-cauca-castillo-yn-05/,https://jauntcoffee.com/,0,0,0,0,0,0,$36.00/8 ounces
Colombia Cauca Finca EI Paraiso 92 Pink Bourbon,Bargain Cafe,95,"Taitung, Taiwan","Piendamó, Cauca Department, Colombia",Light,66/92,NT $600/200 grams,May 2024,9.0,9.0,9,9,9.0,,,Colombia Cauca Finca EI Paraiso 92 Pink Bourbon,https://www.coffeereview.com/review/colombia-cauca-finca-ei-paraiso-92-pink-bourbon/,https://www.bargain-cafe.com/,0,0,0,0,0,0,$18.0/200 grams
Costa Rica Hacienda Copey Black Honey,Bargain Cafe,93,"Taitung, Taiwan","Tobosi, Cartago Province, Costa Rica",Light,62/80,NT $360/200 grams,May 2024,9.0,8.0,9,9,8.0,,,Costa Rica Hacienda Copey Black Honey,https://www.coffeereview.com/review/costa-rica-hacienda-copey-black-honey/,https://www.bargain-cafe.com/,0,0,1,0,0,0,$10.8/200 grams
Dragon Year Blend,Bargain Cafe,93,"Taitung, Taiwan","Costa Rica, Colombia",Medium-Light,55/75,NT $500/200 grams,May 2024,9.0,8.0,9,9,8.0,,,Dragon Year Blend,https://www.coffeereview.com/review/dragon-year-blend/,https://www.bargain-cafe.com/,0,0,1,0,0,0,$15.0/200 grams
Colombia Mokka Anaerobic Natural Finca Hawaii,Paradise Roasters,96,"Hilo, Hawaii","Cundinamarca Department, Colombia",Light,66/90,$40.00/4 ounces,May 2024,9.0,9.0,9,10,9.0,,,Colombia Mokka Anaerobic Natural Finca Hawaii,https://www.coffeereview.com/review/colombia-mokka-anaerobic-natural-finca-hawaii/,https://paradiseroasters.com/,0,0,0,0,0,0,$40.00/4 ounces
Kona Geisha Washed,Paradise Roasters,96,"Hilo, Hawaii","Holualoa, North Kona District, “Big Island” of Hawaiʻi",Light,64/86,$100.00/4 ounces,May 2024,9.0,9.0,10,9,9.0,,,Kona Geisha Washed,https://www.coffeereview.com/review/kona-geisha-washed/,https://paradiseroasters.com/,0,0,0,1,0,0,$100.00/4 ounces
Black Basalt Dark Roast Blend Espresso,Paradise Roasters,92,"Hilo, Hawaii",Honduras; Nicaraua; Thailand,Medium-Dark,35/48,$19.00/12 ounces,May 2024,8.0,,8,9,8.0,9.0,,Black Basalt Dark Roast Blend Espresso,https://www.coffeereview.com/review/black-basalt-dark-roast-blend-espresso/,https://paradiseroasters.com/,0,0,1,0,1,1,$19.00/12 ounces
Rwanda Buhuro COOPAC,Intuition Coffee,93,"Peoria, Illinois","Western Province, Rwanda",Medium-Light,60/79,$21.00/12 ounces,May 2024,9.0,8.0,9,9,8.0,,,Rwanda Buhuro COOPAC,https://www.coffeereview.com/review/rwanda-buhuro-coopac/,https://www.intuitioncoffee.com/,1,0,0,0,0,0,$21.00/12 ounces
Karen J Kona Red Bourbon Anaerobic,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/82,$54.95/8 ounces,May 2024,9.0,9.0,9,9,9.0,,,Karen J Kona Red Bourbon Anaerobic,https://www.coffeereview.com/review/karen-j-kona-red-bourbon-anaerobic/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$54.95/8 ounces
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,65/86,$24.00/12 ounces,May 2024,9.0,9.0,9,9,9.0,,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-12/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$24.00/12 ounces
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,65/86,$24.00/12 ounces,May 2024,9.0,9.0,9,9,9.0,,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-11/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$24.00/12 ounces
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,65/86,$24.00/12 ounces,May 2024,9.0,9.0,9,9,9.0,,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-10/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$24.00/12 ounces
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,65/86,$24.00/12 ounces,May 2024,9.0,9.0,9,9,9.0,,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-8/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$24.00/12 ounces
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,65/86,$24.00/12 ounces,May 2024,9.0,9.0,9,9,9.0,,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-6/,http://www.lexingtoncoffee.com,1,0,0,0,0,0,$24.00/12 ounces
Ethiopia Yirgacheffe Chelchele Washed G1,Buon Caffe,94,"Taipei, Taiwan","Gedeo Zone, SNNPR, southern Ethiopia",Light,62/86,NT $329/8 ounces,May 2024,9.0,9.0,8,9,9.0,,,Ethiopia Yirgacheffe Chelchele Washed G1,https://www.coffeereview.com/review/ethiopia-yirgacheffe-chelchele-washed-g1/,https://www.buoncaffe.com.tw/,1,0,0,0,0,0,$9.9/8 ounces
Kenya Nyeri Hill,Roadmap CoffeeWorks,94,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Light,62/80,$22.00/12 ounces,May 2024,9.0,9.0,9,9,8.0,,,Kenya Nyeri Hill,https://www.coffeereview.com/review/kenya-nyeri-hill-2/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$22.00/12 ounces
Kenya Nyeri Hill,Roadmap CoffeeWorks,94,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Light,62/80,$22.00/12 ounces,May 2024,9.0,9.0,9,9,8.0,,,Kenya Nyeri Hill,https://www.coffeereview.com/review/kenya-nyeri-hill/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$22.00/12 ounces
El Salvador El Mirador,Roadmap CoffeeWorks,93,"Lexington, Virginia","Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,58/78,$22.50/12 ounces,May 2024,9.0,8.0,9,9,8.0,,,El Salvador El Mirador,https://www.coffeereview.com/review/el-salvador-el-mirador-2/,https://roadmapcoffeeworks.com/,0,0,1,0,0,0,$22.50/12 ounces
El Salvador El Mirador,Roadmap CoffeeWorks,93,"Lexington, Virginia","Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,58/78,$22.50/12 ounces,May 2024,9.0,8.0,9,9,8.0,,,El Salvador El Mirador,https://www.coffeereview.com/review/el-salvador-el-mirador/,https://roadmapcoffeeworks.com/,0,0,1,0,0,0,$22.50/12 ounces
Midnight in Paris Espresso Blend,Buon Caffe,93,"Taipei, Taiwan",Guatemala; Colombia; Brazil,Medium-Light,55/76,NT $299/16 ounces,May 2024,9.0,,9,9,7.0,9.0,,Midnight in Paris Espresso Blend,https://www.coffeereview.com/review/midnight-in-paris-espresso-blend/,https://www.buoncaffe.com.tw/,0,0,1,0,0,1,$9.0/16 ounces
Colombia Las Brisas Anaerobic Washed,Buon Caffe,93,"Taipei, Taiwan","Tolima, Colombia",Light,64/87,NT $489/8 ounces,May 2024,9.0,8.0,9,9,8.0,,,Colombia Las Brisas Anaerobic Washed,https://www.coffeereview.com/review/colombia-las-brisas-anaerobic-washed/,https://www.buoncaffe.com.tw/,0,0,0,0,0,0,$14.7/8 ounces
Spring Blend,Buon Caffe,93,"Taipei, Taiwan",Guatemala; Ethiopia,Medium-Light,59/77,NT $349/8 ounces,May 2024,9.0,8.0,9,9,8.0,,,Spring Blend,https://www.coffeereview.com/review/spring-blend-2/,https://www.buoncaffe.com.tw/,1,0,1,0,0,1,$10.5/8 ounces
Revel Blend Espresso,Revel Coffee,93,"Billings, Montana",Brazil; Guatemala; Ethiopia,Medium-Light,55/77,$19..75/12 ounces,May 2024,9.0,,8,9,8.0,9.0,,Revel Blend Espresso,https://www.coffeereview.com/review/revel-blend-espresso/,https://revelcoffee.com/,1,0,1,0,0,1,$19..75/12 ounces
Tigerwalk Espresso,Equator Coffees,92,"San Rafael, California",Colombia; Kenya; Brazil,Medium-Light,56/73,$17.00/12 ounces,May 2024,9.0,,8,9,8.0,9.0,,Tigerwalk Espresso,https://www.coffeereview.com/review/tigerwalk-espresso/,https://www.equatorcoffees.com/,1,0,0,0,0,1,$17.00/12 ounces
Thailand Chaiprakarn Black Honey Single Origin Espresso,Equator Coffees,90,"San Rafael, California","Chiang Mai growing region, northern Thailand",Medium-Light,57/82,$25.00/12 ounces,May 2024,8.0,,8,8,8.0,8.0,,Thailand Chaiprakarn Black Honey Single Origin Espresso,https://www.coffeereview.com/review/thailand-chaiprakarn-black-honey-single-origin-espresso/,https://www.equatorcoffees.com/,0,0,0,0,1,0,$25.00/12 ounces
Dragon Strong Espresso,Simon Hsieh Aroma Roast Coffees,94,"Taoyuan, Taiwan",Ethiopia; Kenya; Colombia; Costa Rica,Medium,45/62,NT $650/227 grams,April 2024,9.0,,9,9,8.0,9.0,,Dragon Strong Espresso,https://www.coffeereview.com/review/dragon-strong-espresso/,https://www.facebook.com/4ArtsZeroDefectCoffees,1,0,1,0,0,1,$19.5/227 grams
Union,Utopian Coffee,93,"Fort Wayne, Indiana",Guatemala; Colombia,Medium-Light,54/72,$18.00/12 ounces,April 2024,9.0,,8,9,8.0,9.0,,Union,https://www.coffeereview.com/review/union/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,0,0,1,0,0,1,$18.00/12 ounces
Volo Espresso Blend,Utopian Coffee,92,"Fort Wayne, Indiana",Not disclosed,Medium-Light,52/70,$19.00/12 ounces,April 2024,8.0,,8,9,8.0,9.0,,Volo Espresso Blend,https://www.coffeereview.com/review/volo-espresso-blend/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,0,0,0,0,0,0,$19.00/12 ounces
Peru Cafe de Mujer,Utopian Coffee,93,"Fort Wayne, Indiana","Rodriguez de Mendoza, Amazonas, Peru",Medium-Light,57/78,$19.00/12 ounces,April 2024,9.0,8.0,9,9,8.0,,,Peru Cafe de Mujer,https://www.coffeereview.com/review/peru-cafe-de-mujer/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,0,0,0,0,0,0,$19.00/12 ounces
Riripa Ethiopia,JBC Coffee Roasters,95,"Madison, Wisconsin","Riripa Village, West Arsi, Sidamo growing region, Ethiopia",Light,60/84,$20.00/12 ounces,April 2024,9.0,9.0,9,9,9.0,,,Riripa Ethiopia,https://www.coffeereview.com/review/riripa-ethiopia/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$20.00/12 ounces
Ethiopia Washed Guji Uraga Haro Adama,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,64/86,NT $280/8 ounces,April 2024,9.0,9.0,9,9,9.0,,,Ethiopia Washed Guji Uraga Haro Adama,https://www.coffeereview.com/review/ethiopia-washed-guji-uraga-haro-adama/,http://www.kakalovecafe.com.tw/,1,0,0,0,0,0,$8.4/8 ounces
Ethiopia Washed Kaffa Lot Rich Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan","Gimbo, Kaffa Province, Ethiopia",Medium-Light,58/78,NT $200/8 ounces,April 2024,9.0,,9,9,8.0,9.0,,Ethiopia Washed Kaffa Lot Rich Espresso,https://www.coffeereview.com/review/ethiopia-washed-kaffa-lot-rich-espresso/,http://www.kakalovecafe.com.tw/,1,0,0,0,0,0,$6.0/8 ounces
Ethiopia Washed Kaffa Lot Taco,Kakalove Cafe,94,"Chia-Yi, Taiwan","Gimbo, Kaffa Province, Ethiopia",Light,64/82,NT $250/8 ounces,April 2024,9.0,9.0,9,9,8.0,,,Ethiopia Washed Kaffa Lot Taco,https://www.coffeereview.com/review/ethiopia-washed-kaffa-lot-taco/,http://www.kakalovecafe.com.tw/,1,0,0,0,0,0,$7.5/8 ounces
Ethiopia Natural Sidama Karamo Niguse Gemeda 74158,Kakalove Cafe,94,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,62/84,NT $310/8 ounces,April 2024,9.0,9.0,9,9,8.0,,,Ethiopia Natural Sidama Karamo Niguse Gemeda 74158,https://www.coffeereview.com/review/ethiopia-natural-sidama-karamo-niguse-gemeda-74158/,http://www.kakalovecafe.com.tw/,1,0,0,0,0,0,$9.3/8 ounces
Rainy Season in Fort Zeelandia Espresso Blend,Kakalove Cafe,94,"Chia-Yi, Taiwan",Ethiopia; Honduras; Kenya; Guatemala,Medium-Light,56/74,NT $320/8 ounces,April 2024,9.0,,9,9,8.0,9.0,,Rainy Season in Fort Zeelandia Espresso Blend,https://www.coffeereview.com/review/rainy-season-in-fort-zeelandia-espresso-blend/,http://www.kakalovecafe.com.tw/,1,0,1,0,0,1,$9.6/8 ounces
Murundo People’s Farm Rwanda (Espresso),JBC Coffee Roasters,93,"Madison, Wisconsin","Nyamasheke District, Western Province, Rwanda",Medium-Light,57/79,$19.00/12 ounces,April 2024,9.0,,8,9,8.0,9.0,,Murundo People’s Farm Rwanda (Espresso),https://www.coffeereview.com/review/murundo-peoples-farm-rwanda-espresso/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$19.00/12 ounces
Murundo People’s Farm Rwanda,JBC Coffee Roasters,93,"Madison, Wisonsin","Nyamasheke District, Western Province, Rwanda",Medium-Light,57/79,$19.00/12 ounces,April 2024,9.0,8.0,8,9,9.0,,,Murundo People’s Farm Rwanda,https://www.coffeereview.com/review/murundo-peoples-farm-rwanda-2/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$19.00/12 ounces
Murundo People’s Farm Rwanda,JBC Coffee Roasters,93,"Madison, Wisonsin","Nyamasheke District, Western Province, Rwanda",Medium-Light,57/79,$19.00/12 ounces,April 2024,9.0,8.0,8,9,9.0,,,Murundo People’s Farm Rwanda,https://www.coffeereview.com/review/murundo-peoples-farm-rwanda/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$19.00/12 ounces
Guatemala Natural Finca El General Bourbon/Catuai,Kakalove Cafe,93,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Light,65/81,NT $290/8 ounces,April 2024,9.0,8.0,9,9,8.0,,,Guatemala Natural Finca El General Bourbon/Catuai,https://www.coffeereview.com/review/guatemala-natural-finca-el-general-bourbon-catuai/,http://www.kakalovecafe.com.tw/,0,0,1,0,0,0,$8.7/8 ounces
Kenya Nyeri Kianjogu AA TOP Washed,Buon Caffe,94,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Light,62/82,NT $400/8 ounces,April 2024,9.0,9.0,9,9,8.0,,,Kenya Nyeri Kianjogu AA TOP Washed,https://www.coffeereview.com/review/kenya-nyeri-kianjogu-aa-top-washed/,https://www.buoncaffe.com.tw/,1,0,0,0,0,0,$12.0/8 ounces
Colombia El Jeromo Washed SOE,Buon Caffe,92,"Taipei, Taiwan","La Unión, Nariño Department, Colombia",Medium-Light,58/74,NT $350/8 ounces,April 2024,8.0,,8,9,8.0,9.0,,Colombia El Jeromo Washed SOE,https://www.coffeereview.com/review/colombia-el-jeromo-washed-soe/,https://www.buoncaffe.com.tw/,0,0,0,0,0,0,$10.5/8 ounces
Guatemala La Flor Limited Edition,Buon Caffe,90,"Taipei, Taiwan","Antigua, Guatemala",Light,63/80,NT $350/8 ounces,April 2024,8.0,8.0,8,8,8.0,,,Guatemala La Flor Limited Edition,https://www.coffeereview.com/review/guatemala-la-flor-limited-edition/,https://www.buoncaffe.com.tw/,0,0,1,0,0,0,$10.5/8 ounces
Guatemala Alto Refugio,Utopian Coffee,93,"Fort Wayne, Indiana","San Antonio Palopo, Guatemala",Light,64/78,$19.00/12 ounces,April 2024,9.0,8.0,9,9,8.0,,,Guatemala Alto Refugio,https://www.coffeereview.com/review/guatemala-alto-refugio/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,0,0,1,0,0,0,$19.00/12 ounces
Kenya Super C,Heat Coffee,92,"Taipei, Taiwan",Kenya,Light,57/88,NT $220/8 ounces,April 2024,9.0,8.0,8,9,8.0,,,Kenya Super C,https://www.coffeereview.com/review/kenya-super-c/,https://www.facebook.com/heatcoffee768,1,0,0,0,0,0,$6.6/8 ounces
Oiran Blend,Heat Coffee,92,"Taipei, Taiwan",Ethiopia; Kenya; Brazil,Medium-Light,61/75,NT $300/8 ounces,April 2024,8.0,9.0,8,9,8.0,,,Oiran Blend,https://www.coffeereview.com/review/oiran-blend/,https://www.facebook.com/heatcoffee768,1,0,0,0,0,1,$9.0/8 ounces
Colombia Paraiso 92 Double Anaerobic,Bargain Cafe,95,"Taitung, Taiwan","Piendamó, Cauca Department, Colombia",Medium-Light,52/74,NT $430/200 grams,April 2024,9.0,,9,9,9.0,9.0,,Colombia Paraiso 92 Double Anaerobic,https://www.coffeereview.com/review/colombia-paraiso-92-double-anaerobic/,https://www.bargain-cafe.com/,0,0,0,0,0,0,$12.9/200 grams
Colombia Buenavista Ataraxia Geisha,Euphora Coffee,94,"Taipei, Taiwan","Huila Department, Colombia",Medium,50/65,$10.00/4 ounces,April 2024,9.0,,9,9,8.0,9.0,,Colombia Buenavista Ataraxia Geisha,https://www.coffeereview.com/review/colombia-buenavista-ataraxia-geisha/,https://www.euphoracoffeestudio.com/categories/coffee-review,0,0,0,0,0,0,$10.00/4 ounces
Kona Espresso Special Selection,Hula Daddy Kona Coffee,94,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/74,$69.95/8 ounces,April 2024,9.0,,9,9,8.0,9.0,,Kona Espresso Special Selection,https://www.coffeereview.com/review/kona-espresso-special-selection/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$69.95/8 ounces
Colombia Granja Paraiso-92 Castillo,Paradise Roasters,94,"Hilo, Hawaii","Cauca Department, Colombia",Light,62/84,$30.00/12 ounces,April 2024,9.0,,9,9,9.0,8.0,,Colombia Granja Paraiso-92 Castillo,https://www.coffeereview.com/review/colombia-granja-paraiso-92-castillo/,https://paradiseroasters.com/,0,0,0,0,0,0,$30.00/12 ounces
Colombia Red Honey Geisha Campo Hermoso,Bear Lake Coffee Co.,95,"Barronett, Wisconsin","Armenia, Quindio Department, Colombia",Light,59/86,$32.00/12 ounces,April 2024,9.0,9.0,9,9,9.0,,,Colombia Red Honey Geisha Campo Hermoso,https://www.coffeereview.com/review/colombia-red-honey-geisha-campo-hermoso/,https://bearlakecoffee.com/,0,0,0,0,0,0,$32.00/12 ounces
Ethiopia Sidama Karamo Anaerobic Natural,Bear Lake Coffee Co.,94,"Barronett, Wisconsin","Sidamo growing region, south-central Ethiopia",Medium-Light,54/78,$29.00/12 ounces,April 2024,9.0,9.0,9,9,8.0,,,Ethiopia Sidama Karamo Anaerobic Natural,https://www.coffeereview.com/review/ethiopia-sidama-karamo-anaerobic-natural-2/,https://bearlakecoffee.com/,1,0,0,0,0,0,$29.00/12 ounces
Ethiopia Sidama Karamo Anaerobic Natural,Bear Lake Coffee Co.,94,"Barronett, Wisconsin","Sidamo growing region, south-central Ethiopia",Medium-Light,54/78,$29.00/12 ounces,April 2024,9.0,9.0,9,9,8.0,,,Ethiopia Sidama Karamo Anaerobic Natural,https://www.coffeereview.com/review/ethiopia-sidama-karamo-anaerobic-natural/,https://bit.ly/2P8dTQf,1,0,0,0,0,0,$29.00/12 ounces
El Salvador Finca San Antonio Pacas Natural,Bear Lake Coffee Co.,93,"Barronett, Wisconsin","Apaneca Illamatepec growing region, Juayúa, El Salvador",Light,64/89,$18.00/12 ounces,April 2024,9.0,9.0,8,9,8.0,,,El Salvador Finca San Antonio Pacas Natural,https://www.coffeereview.com/review/el-salvador-finca-san-antonio-pacas-natural/,https://bearlakecoffee.com/,0,0,1,0,0,0,$18.00/12 ounces
Midnight Stargazer,Bear Lake Coffee Co.,93,"Barronett, Wisconsin",Costa Rica; El Salvador; Ethiopia,Medium,50/71,$18.00/12 ounces,April 2024,9.0,,8,9,8.0,9.0,,Midnight Stargazer,https://www.coffeereview.com/review/midnight-stargazer/,https://bearlakecoffee.com/,1,0,1,0,0,1,$18.00/12 ounces
Kona SL 34 Anaerobic Washed Kona Rainforest,Paradise Roasters,95,"Hilo, Hawaii","South Kona, Big Island of Hawai’i",Light,65/81,$60.00/4 ounces,April 2024,9.0,9.0,9,9,9.0,,,Kona SL 34 Anaerobic Washed Kona Rainforest,https://www.coffeereview.com/review/kona-sl-34-anaerobic-washed-kona-rainforest/,https://paradiseroasters.com/,0,0,0,1,0,0,$60.00/4 ounces
Colombia Yellow Geisha Granja Paraiso 92,Paradise Roasters,94,"Hilo, Hawaii","Piendamo, Cauca Department, Colombia",Light,64/84,$40.00/4 ounces,April 2024,9.0,9.0,9,9,8.0,,,Colombia Yellow Geisha Granja Paraiso 92,https://www.coffeereview.com/review/colombia-yellow-geisha-granja-paraiso-92/,https://paradiseroasters.com/,0,0,0,0,0,0,$40.00/4 ounces
Yaye Chericho Ethiopia Espresso,JBC Coffee Roasters,95,"Madison, Wisconsin","Chericho, Sidamo growing region, Ethiopia",Medium-Light,60/78,$22.00/8 ounces,April 2024,9.0,,9,9,9.0,9.0,,Yaye Chericho Ethiopia Espresso,https://www.coffeereview.com/review/yaye-chericho-ethiopia-espresso/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$22.00/8 ounces
Colombia Chachagüí Mild Roast,Rusty Dog Coffee,94,"Madison, Wisconsin","Chachagüí, Nariño Department, Colombia",Light,64/86,$21.00/12 ounces,April 2024,9.0,9.0,9,9,8.0,,,Colombia Chachagüí Mild Roast,https://www.coffeereview.com/review/colombia-chachagui-mild-roast-2/,https://www.rustydogcoffee.com/,0,0,0,0,0,0,$21.00/12 ounces
Colombia Chachagüí Mild Roast,Rusty Dog Coffee,94,"Madison, Wisconsin","Chachagüí, Nariño Department, Colombia",Light,64/86,$21.00/12 ounces,April 2024,9.0,9.0,9,9,8.0,,,Colombia Chachagüí Mild Roast,https://www.coffeereview.com/review/colombia-chachagui-mild-roast/,https://www.rustydogcoffee.com/,0,0,0,0,0,0,$21.00/12 ounces
Ka‘ū Classic Medium Roast,Rusty's Hawaiian,93,"Pahala, Big Island of Hawai’i","Ka‘ū growing district, Big Island of Hawai’i",Medium-Light,54/74,$20.50/7 ounces,April 2024,9.0,9.0,8,9,8.0,,,Ka‘ū Classic Medium Roast,https://www.coffeereview.com/review/kau-classic-medium-roast-2/,https://www.rustyshawaiian.com/,0,0,0,1,0,0,$20.50/7 ounces
Colombia Thermal Shock Double Anaerobic Granja Paraiso Orange Gesha,Kakalove Cafe,95,"Chia-Yi, Taiwan","Piendamo, Cauca, Colombia",Light,64/80,NT $450/4 ounces,April 2024,9.0,9.0,9,9,9.0,,,Colombia Thermal Shock Double Anaerobic Granja Paraiso Orange Gesha,https://www.coffeereview.com/review/colombia-thermal-shock-double-anaerobic-granja-paraiso-orange-gesha/,http://www.kakalovecafe.com.tw/,0,0,0,0,0,0,$13.5/4 ounces
Kenya Nyeri Hill Estate AA Top Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/80,NT $290/8 ounces,April 2024,9.0,,8,9,9.0,9.0,,Kenya Nyeri Hill Estate AA Top Espresso,https://www.coffeereview.com/review/kenya-nyeri-hill-estate-aa-top-espresso/,http://www.kakalovecafe.com.tw/,1,0,0,0,0,0,$8.7/8 ounces
Colombia Granja Paraiso 92 Anaerobic Gesha,Kakalove Cafe,94,"Chia-Yi, Taiwan","Piendamo, Cauca, Colombia",Light,62/84,NT $450/4 ounces,April 2024,9.0,9.0,9,9,8.0,,,Colombia Granja Paraiso 92 Anaerobic Gesha,https://www.coffeereview.com/review/colombia-granja-paraiso-92-anaerobic-gesha/,http://www.kakalovecafe.com.tw/,0,0,0,0,0,0,$13.5/4 ounces
Kenya Gaturiri,Durango Coffee Company,93,"Durango, Colorado","Kiambu County, Kenya",Medium-Light,58/78,$19.95/12 ounces,April 2024,9.0,9.0,8,9,8.0,,,Kenya Gaturiri,https://www.coffeereview.com/review/kenya-gaturiri/,https://www.durangocoffee.com/,1,0,0,0,0,0,$19.95/12 ounces
Kenya Gaturiri,Durango Coffee Company,93,"Durango, Colorado","Kiambu County, Kenya",Medium-Light,58/78,$19.95/12 ounces,April 2024,9.0,9.0,8,9,8.0,,,Kenya Gaturiri,https://www.coffeereview.com/review/kenya-karinga-aa/,https://www.durangocoffee.com/,1,0,0,0,0,0,$19.95/12 ounces
Guatemala La Merced Espresso,Durango Coffee Company,93,"Durango, Colorado","Chimaltenango, Guatemala",Medium-Light,54/74,$18.95/12 ounces,April 2024,9.0,,8,9,8.0,9.0,,Guatemala La Merced Espresso,https://www.coffeereview.com/review/guatemala-la-merced-espresso/,https://www.durangocoffee.com/,0,0,1,0,0,0,$18.95/12 ounces
Putra Gayo Sumatra Espresso,JBC Coffee Roasters,95,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,59/77,$23.00/12 ounces,March 2024,9.0,,9,9,9.0,9.0,,Putra Gayo Sumatra Espresso,https://www.coffeereview.com/review/putra-gayo-sumatra-espresso/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,0,0,1,0,$23.00/12 ounces
Colombia Paraiso 92 Geisha Double Anaerobic,Bargain Cafe,95,"Taitung, Taiwan","Piendamó, Cauca Department, Colombia",Light,62/82,NT $750/200 grams,March 2024,9.0,9.0,9,9,9.0,,,Colombia Paraiso 92 Geisha Double Anaerobic,https://www.coffeereview.com/review/colombia-paraiso-92-geisha-double-anaerobic/,https://www.bargain-cafe.com/,0,0,0,0,0,0,$22.5/200 grams
Kenya Blackberry Honey,Bargain Cafe,94,"Taitung, Taiwan","Rift Valley Province, Kenya",Light,62/80,NT $350/200 grams,March 2024,9.0,9.0,9,9,8.0,,,Kenya Blackberry Honey,https://www.coffeereview.com/review/kenya-blackberry-honey/,https://www.bargain-cafe.com/,1,0,0,0,0,0,$10.5/200 grams
Ethiopia Honey Peach of Floral Language,Bargain Cafe,93,"Taitung, Taiwan","Sidamo growing region, south-central Ethiopia",Light,65/81,NT $350/200 grams,March 2024,9.0,9.0,8,9,8.0,,,Ethiopia Honey Peach of Floral Language,https://www.coffeereview.com/review/ethiopia-honey-peach-of-floral-language/,https://www.bargain-cafe.com/,1,0,0,0,0,0,$10.5/200 grams
